State,State Code,Age of Mother 9,Age of Mother 9 Code,Mother's Education,Mother's Education Code,Delivery Method,Delivery Method Code,Deaths,Births,Death Rate Raw,Death Rate Fx,Death Rate Clean
Missouri,29,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,130,20746,6.27,6.27,6.27
Missouri,29,25-29 years,25-29,High school graduate or GED completed,3,Cesarean,2,100,9223,10.84,10.84,10.84
Missouri,29,25-29 years,25-29,"Some college credit, but not a degree",4,Vaginal,1,111,20690,5.36,5.36,5.36
Missouri,29,25-29 years,25-29,"Some college credit, but not a degree",4,Cesarean,2,63,9069,6.95,6.95,6.95
Missouri,29,25-29 years,25-29,"Associate degree (AA, AS)",5,Vaginal,1,43,9215,4.67,4.67,4.67
Missouri,29,25-29 years,25-29,"Associate degree (AA, AS)",5,Cesarean,2,26,3683,7.06,7.06,7.06
Missouri,29,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,50,20099,2.49,2.49,2.49
Missouri,29,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,34,7211,4.72,4.72,4.72
Missouri,29,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,21,6628,3.17,3.17,3.17
Missouri,29,30-34 years,30-34,9th through 12th grade with no diploma,2,Vaginal,1,24,2502,9.59,9.59,9.59
Missouri,29,30-34 years,30-34,9th through 12th grade with no diploma,2,Cesarean,2,21,1455,14.43,14.43,14.43
Missouri,29,30-34 years,30-34,High school graduate or GED completed,3,Vaginal,1,72,9756,7.38,7.38,7.38
Missouri,29,30-34 years,30-34,High school graduate or GED completed,3,Cesarean,2,55,5640,9.75,9.75,9.75
Missouri,29,30-34 years,30-34,"Some college credit, but not a degree",4,Vaginal,1,58,12199,4.75,4.75,4.75
Missouri,29,30-34 years,30-34,"Some college credit, but not a degree",4,Cesarean,2,60,7003,8.57,8.57,8.57
Missouri,29,30-34 years,30-34,"Associate degree (AA, AS)",5,Vaginal,1,27,6904,3.91,3.91,3.91
Missouri,29,30-34 years,30-34,"Associate degree (AA, AS)",5,Cesarean,2,23,3843,5.98,5.98,5.98
Missouri,29,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,67,20800,3.22,3.22,3.22
Missouri,29,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,42,9487,4.43,4.43,4.43
Missouri,29,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,32,11998,2.67,2.67,2.67
Missouri,29,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,23,5289,4.35,4.35,4.35
Missouri,29,35-39 years,35-39,High school graduate or GED completed,3,Vaginal,1,23,3324,6.92,6.92,6.92
Missouri,29,35-39 years,35-39,High school graduate or GED completed,3,Cesarean,2,36,2360,15.25,15.25,15.25
Missouri,29,35-39 years,35-39,"Some college credit, but not a degree",4,Vaginal,1,35,4545,7.7,7.7,7.7
Missouri,29,35-39 years,35-39,"Some college credit, but not a degree",4,Cesarean,2,30,3309,9.07,9.07,9.07
Missouri,29,35-39 years,35-39,"Associate degree (AA, AS)",5,Vaginal,1,16,2555,6.26 (Unreliable),6.26,6.26
Missouri,29,35-39 years,35-39,"Associate degree (AA, AS)",5,Cesarean,2,13,1877,6.93 (Unreliable),6.93,6.93
Missouri,29,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,23,7832,2.94,2.94,2.94
Missouri,29,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,30,4894,6.13,6.13,6.13
Missouri,29,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,15,5123,2.93 (Unreliable),2.93,2.93
Missouri,29,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,14,3271,4.28 (Unreliable),4.28,4.28
Missouri,29,40-44 years,40-44,High school graduate or GED completed,3,Vaginal,1,11,632,17.41 (Unreliable),17.41,17.41
Montana,30,15-19 years,15-19,9th through 12th grade with no diploma,2,Vaginal,1,10,1043,9.59 (Unreliable),9.59,9.59
Montana,30,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,33,4632,7.12,7.12,7.12
Montana,30,20-24 years,20-24,High school graduate or GED completed,3,Cesarean,2,16,1263,12.67 (Unreliable),12.67,12.67
Montana,30,20-24 years,20-24,"Some college credit, but not a degree",4,Vaginal,1,10,2408,4.15 (Unreliable),4.15,4.15
Montana,30,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,23,3949,5.82,5.82,5.82
Montana,30,25-29 years,25-29,High school graduate or GED completed,3,Cesarean,2,13,1501,8.66 (Unreliable),8.66,8.66
Montana,30,25-29 years,25-29,"Some college credit, but not a degree",4,Vaginal,1,16,3612,4.43 (Unreliable),4.43,4.43
Montana,30,30-34 years,30-34,High school graduate or GED completed,3,Vaginal,1,10,2058,4.86 (Unreliable),4.86,4.86
Montana,30,30-34 years,30-34,High school graduate or GED completed,3,Cesarean,2,12,993,12.08 (Unreliable),12.08,12.08
Montana,30,30-34 years,30-34,"Some college credit, but not a degree",4,Cesarean,2,10,1165,8.58 (Unreliable),8.58,8.58
Montana,30,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,11,4322,2.55 (Unreliable),2.55,2.55
Nebraska,31,15-19 years,15-19,9th through 12th grade with no diploma,2,Vaginal,1,14,1681,8.33 (Unreliable),8.33,8.33
Nebraska,31,20-24 years,20-24,9th through 12th grade with no diploma,2,Vaginal,1,21,1436,14.62,14.62,14.62
Nebraska,31,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,43,6564,6.55,6.55,6.55
Nebraska,31,20-24 years,20-24,High school graduate or GED completed,3,Cesarean,2,29,2030,14.29,14.29,14.29
Nebraska,31,20-24 years,20-24,"Some college credit, but not a degree",4,Vaginal,1,30,5435,5.52,5.52,5.52
Nebraska,31,20-24 years,20-24,"Some college credit, but not a degree",4,Cesarean,2,15,1645,9.12 (Unreliable),9.12,9.12
Nebraska,31,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,40,4938,8.1,8.1,8.1
Nebraska,31,25-29 years,25-29,High school graduate or GED completed,3,Cesarean,2,25,2134,11.72,11.72,11.72
Nebraska,31,25-29 years,25-29,"Some college credit, but not a degree",4,Vaginal,1,39,6510,5.99,5.99,5.99
Nebraska,31,25-29 years,25-29,"Some college credit, but not a degree",4,Cesarean,2,20,2826,7.08,7.08,7.08
Nebraska,31,25-29 years,25-29,"Associate degree (AA, AS)",5,Vaginal,1,13,3571,3.64 (Unreliable),3.64,3.64
Nebraska,31,25-29 years,25-29,"Associate degree (AA, AS)",5,Cesarean,2,10,1446,6.92 (Unreliable),6.92,6.92
Nebraska,31,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,27,9280,2.91,2.91,2.91
Nebraska,31,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,14,3057,4.58 (Unreliable),4.58,4.58
Nebraska,31,30-34 years,30-34,High school graduate or GED completed,3,Vaginal,1,15,2300,6.52 (Unreliable),6.52,6.52
Nebraska,31,30-34 years,30-34,High school graduate or GED completed,3,Cesarean,2,19,1317,14.43 (Unreliable),14.43,14.43
Nebraska,31,30-34 years,30-34,"Some college credit, but not a degree",4,Vaginal,1,21,4148,5.06,5.06,5.06
Nebraska,31,30-34 years,30-34,"Some college credit, but not a degree",4,Cesarean,2,20,2200,9.09,9.09,9.09
Nebraska,31,30-34 years,30-34,"Associate degree (AA, AS)",5,Vaginal,1,10,2964,3.37 (Unreliable),3.37,3.37
Nebraska,31,30-34 years,30-34,"Associate degree (AA, AS)",5,Cesarean,2,12,1517,7.91 (Unreliable),7.91,7.91
Nebraska,31,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,14,9235,1.52 (Unreliable),1.52,1.52
Nebraska,31,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,17,3882,4.38 (Unreliable),4.38,4.38
Nebraska,31,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,13,4616,2.82 (Unreliable),2.82,2.82
Nebraska,31,35-39 years,35-39,"Some college credit, but not a degree",4,Cesarean,2,10,976,10.25 (Unreliable),10.25,10.25
Nebraska,31,35-39 years,35-39,"Associate degree (AA, AS)",5,Vaginal,1,11,1085,10.14 (Unreliable),10.14,10.14
Nebraska,31,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,16,3495,4.58 (Unreliable),4.58,4.58
Nebraska,31,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,11,1860,5.91 (Unreliable),5.91,5.91
Nevada,32,15-19 years,15-19,9th through 12th grade with no diploma,2,Vaginal,1,15,2856,5.25 (Unreliable),5.25,5.25
Nevada,32,15-19 years,15-19,9th through 12th grade with no diploma,2,Cesarean,2,14,591,23.69 (Unreliable),23.69,23.69
Nevada,32,15-19 years,15-19,High school graduate or GED completed,3,Cesarean,2,11,632,17.41 (Unreliable),17.41,17.41
Nevada,32,20-24 years,20-24,9th through 12th grade with no diploma,2,Vaginal,1,28,3721,7.52,7.52,7.52
Nevada,32,20-24 years,20-24,9th through 12th grade with no diploma,2,Cesarean,2,19,1432,13.27 (Unreliable),13.27,13.27
Nevada,32,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,65,12682,5.13,5.13,5.13
Nevada,32,20-24 years,20-24,High school graduate or GED completed,3,Cesarean,2,44,4160,10.58,10.58,10.58
Nevada,32,20-24 years,20-24,"Some college credit, but not a degree",4,Vaginal,1,27,5464,4.94,4.94,4.94
Nevada,32,20-24 years,20-24,"Some college credit, but not a degree",4,Cesarean,2,17,1923,8.84 (Unreliable),8.84,8.84
Nevada,32,25-29 years,25-29,9th through 12th grade with no diploma,2,Vaginal,1,21,2721,7.72,7.72,7.72
Nevada,32,25-29 years,25-29,9th through 12th grade with no diploma,2,Cesarean,2,11,1478,7.44 (Unreliable),7.44,7.44
Nevada,32,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,62,11718,5.29,5.29,5.29
Nevada,32,25-29 years,25-29,High school graduate or GED completed,3,Cesarean,2,51,5479,9.31,9.31,9.31
Nevada,32,25-29 years,25-29,"Some college credit, but not a degree",4,Vaginal,1,29,8380,3.46,3.46,3.46
Nevada,32,25-29 years,25-29,"Some college credit, but not a degree",4,Cesarean,2,31,3923,7.9,7.9,7.9
Nevada,32,30-34 years,30-34,9th through 12th grade with no diploma,2,Vaginal,1,10,1472,6.79 (Unreliable),6.79,6.79
Nevada,32,30-34 years,30-34,High school graduate or GED completed,3,Vaginal,1,31,6214,4.99,4.99,4.99
Nevada,32,30-34 years,30-34,High school graduate or GED completed,3,Cesarean,2,43,3758,11.44,11.44,11.44
Nevada,32,30-34 years,30-34,"Some college credit, but not a degree",4,Vaginal,1,13,5945,2.19 (Unreliable),2.19,2.19
Nevada,32,30-34 years,30-34,"Some college credit, but not a degree",4,Cesarean,2,24,3544,6.77,6.77,6.77
Nevada,32,30-34 years,30-34,"Associate degree (AA, AS)",5,Cesarean,2,10,1471,6.80 (Unreliable),6.8,6.8
Nevada,32,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,20,6206,3.22,3.22,3.22
Nevada,32,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,13,2806,4.63 (Unreliable),4.63,4.63
Nevada,32,35-39 years,35-39,High school graduate or GED completed,3,Cesarean,2,16,1706,9.38 (Unreliable),9.38,9.38
Nevada,32,35-39 years,35-39,"Some college credit, but not a degree",4,Cesarean,2,17,1854,9.17 (Unreliable),9.17,9.17
Nevada,32,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,12,2761,4.35 (Unreliable),4.35,4.35
Nevada,32,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,16,1838,8.71 (Unreliable),8.71,8.71
New Hampshire,33,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,15,3012,4.98 (Unreliable),4.98,4.98
New Hampshire,33,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,20,3109,6.43,6.43,6.43
New Hampshire,33,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,11,2584,4.26 (Unreliable),4.26,4.26
New Jersey,34,15-19 years,15-19,9th through 12th grade with no diploma,2,Vaginal,1,16,3150,5.08 (Unreliable),5.08,5.08
New Jersey,34,15-19 years,15-19,High school graduate or GED completed,3,Vaginal,1,25,3638,6.87,6.87,6.87
New Jersey,34,15-19 years,15-19,High school graduate or GED completed,3,Cesarean,2,16,762,21.00 (Unreliable),21,21
New Jersey,34,20-24 years,20-24,9th through 12th grade with no diploma,2,Vaginal,1,20,2716,7.36,7.36,7.36
New Jersey,34,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,86,18808,4.57,4.57,4.57
New Jersey,34,20-24 years,20-24,High school graduate or GED completed,3,Cesarean,2,67,5297,12.65,12.65,12.65
New Jersey,34,20-24 years,20-24,"Some college credit, but not a degree",4,Vaginal,1,33,7961,4.15,4.15,4.15
New Jersey,34,20-24 years,20-24,"Some college credit, but not a degree",4,Cesarean,2,21,2285,9.19,9.19,9.19
New Jersey,34,25-29 years,25-29,9th through 12th grade with no diploma,2,Vaginal,1,16,2165,7.39 (Unreliable),7.39,7.39
New Jersey,34,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,93,19005,4.89,4.89,4.89
New Jersey,34,25-29 years,25-29,High school graduate or GED completed,3,Cesarean,2,67,7861,8.52,8.52,8.52
New Jersey,34,25-29 years,25-29,"Some college credit, but not a degree",4,Vaginal,1,40,11064,3.62,3.62,3.62
New Jersey,34,25-29 years,25-29,"Some college credit, but not a degree",4,Cesarean,2,33,4731,6.98,6.98,6.98
New Jersey,34,25-29 years,25-29,"Associate degree (AA, AS)",5,Vaginal,1,18,5614,3.21 (Unreliable),3.21,3.21
New Jersey,34,25-29 years,25-29,"Associate degree (AA, AS)",5,Cesarean,2,17,2471,6.88 (Unreliable),6.88,6.88
New Jersey,34,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,65,16887,3.85,3.85,3.85
New Jersey,34,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,21,5867,3.58,3.58,3.58
New Jersey,34,30-34 years,30-34,9th through 12th grade with no diploma,2,Vaginal,1,13,1446,8.99 (Unreliable),8.99,8.99
New Jersey,34,30-34 years,30-34,9th through 12th grade with no diploma,2,Cesarean,2,12,767,15.65 (Unreliable),15.65,15.65
New Jersey,34,30-34 years,30-34,High school graduate or GED completed,3,Vaginal,1,67,12887,5.2,5.2,5.2
New Jersey,34,30-34 years,30-34,High school graduate or GED completed,3,Cesarean,2,53,6874,7.71,7.71,7.71
New Jersey,34,30-34 years,30-34,"Some college credit, but not a degree",4,Vaginal,1,51,9719,5.25,5.25,5.25
New Jersey,34,30-34 years,30-34,"Some college credit, but not a degree",4,Cesarean,2,28,5778,4.85,4.85,4.85
New Jersey,34,30-34 years,30-34,"Associate degree (AA, AS)",5,Vaginal,1,16,6140,2.61 (Unreliable),2.61,2.61
New Jersey,34,30-34 years,30-34,"Associate degree (AA, AS)",5,Cesarean,2,17,3614,4.70 (Unreliable),4.7,4.7
New Jersey,34,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,56,35636,1.57,1.57,1.57
New Jersey,34,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,50,16532,3.02,3.02,3.02
New Jersey,34,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,33,22137,1.49,1.49,1.49
New Jersey,34,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,26,9383,2.77,2.77,2.77
New Jersey,34,35-39 years,35-39,High school graduate or GED completed,3,Vaginal,1,35,5726,6.11,6.11,6.11
New Jersey,34,35-39 years,35-39,High school graduate or GED completed,3,Cesarean,2,23,3728,6.17,6.17,6.17
New Jersey,34,35-39 years,35-39,"Some college credit, but not a degree",4,Vaginal,1,13,4562,2.85 (Unreliable),2.85,2.85
New Jersey,34,35-39 years,35-39,"Some college credit, but not a degree",4,Cesarean,2,14,3459,4.05 (Unreliable),4.05,4.05
New Jersey,34,35-39 years,35-39,"Associate degree (AA, AS)",5,Vaginal,1,14,2925,4.79 (Unreliable),4.79,4.79
New Jersey,34,35-39 years,35-39,"Associate degree (AA, AS)",5,Cesarean,2,17,2319,7.33 (Unreliable),7.33,7.33
New Jersey,34,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,22,17156,1.28,1.28,1.28
New Jersey,34,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,34,11734,2.9,2.9,2.9
New Jersey,34,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,25,12507,2,2,2
New Jersey,34,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,17,7785,2.18 (Unreliable),2.18,2.18
New Jersey,34,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,10,3590,2.79 (Unreliable),2.79,2.79
New Jersey,34,40-44 years,40-44,High school graduate or GED completed,3,Vaginal,1,10,1312,7.62 (Unreliable),7.62,7.62
New Jersey,34,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,10,1969,5.08 (Unreliable),5.08,5.08
New Mexico,35,15-19 years,15-19,9th through 12th grade with no diploma,2,Vaginal,1,13,3469,3.75 (Unreliable),3.75,3.75
New Mexico,35,15-19 years,15-19,9th through 12th grade with no diploma,2,Cesarean,2,10,657,15.22 (Unreliable),15.22,15.22
New Mexico,35,15-19 years,15-19,High school graduate or GED completed,3,Vaginal,1,12,2309,5.20 (Unreliable),5.2,5.2
New Mexico,35,20-24 years,20-24,9th through 12th grade with no diploma,2,Vaginal,1,28,3782,7.4,7.4,7.4
New Mexico,35,20-24 years,20-24,9th through 12th grade with no diploma,2,Cesarean,2,11,1035,10.63 (Unreliable),10.63,10.63
New Mexico,35,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,47,8255,5.69,5.69,5.69
New Mexico,35,20-24 years,20-24,High school graduate or GED completed,3,Cesarean,2,24,2322,10.34,10.34,10.34
New Mexico,35,20-24 years,20-24,"Some college credit, but not a degree",4,Vaginal,1,28,7070,3.96,3.96,3.96
New Mexico,35,20-24 years,20-24,"Some college credit, but not a degree",4,Cesarean,2,17,1907,8.91 (Unreliable),8.91,8.91
New Mexico,35,25-29 years,25-29,9th through 12th grade with no diploma,2,Vaginal,1,17,2395,7.10 (Unreliable),7.1,7.1
New Mexico,35,25-29 years,25-29,9th through 12th grade with no diploma,2,Cesarean,2,14,873,16.04 (Unreliable),16.04,16.04
New Mexico,35,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,26,6254,4.16,4.16,4.16
New Mexico,35,25-29 years,25-29,High school graduate or GED completed,3,Cesarean,2,15,2217,6.77 (Unreliable),6.77,6.77
New Mexico,35,25-29 years,25-29,"Some college credit, but not a degree",4,Vaginal,1,44,7992,5.51,5.51,5.51
New Mexico,35,25-29 years,25-29,"Some college credit, but not a degree",4,Cesarean,2,25,2789,8.96,8.96,8.96
New Mexico,35,30-34 years,30-34,9th through 12th grade with no diploma,2,Vaginal,1,10,1215,8.23 (Unreliable),8.23,8.23
New Mexico,35,30-34 years,30-34,High school graduate or GED completed,3,Vaginal,1,15,3300,4.55 (Unreliable),4.55,4.55
New Mexico,35,30-34 years,30-34,High school graduate or GED completed,3,Cesarean,2,13,1547,8.40 (Unreliable),8.4,8.4
New Mexico,35,30-34 years,30-34,"Some college credit, but not a degree",4,Vaginal,1,10,4854,2.06 (Unreliable),2.06,2.06
New Mexico,35,30-34 years,30-34,"Some college credit, but not a degree",4,Cesarean,2,11,2165,5.08 (Unreliable),5.08,5.08
New Mexico,35,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,11,4162,2.64 (Unreliable),2.64,2.64
New Mexico,35,35-39 years,35-39,"Some college credit, but not a degree",4,Vaginal,1,10,1875,5.33 (Unreliable),5.33,5.33
New Mexico,35,35-39 years,35-39,"Some college credit, but not a degree",4,Cesarean,2,12,1144,10.49 (Unreliable),10.49,10.49
New York,36,15-19 years,15-19,9th through 12th grade with no diploma,2,Vaginal,1,86,8922,9.64,9.64,9.64
New York,36,15-19 years,15-19,9th through 12th grade with no diploma,2,Cesarean,2,31,2145,14.45,14.45,14.45
New York,36,15-19 years,15-19,High school graduate or GED completed,3,Vaginal,1,53,8292,6.39,6.39,6.39
New York,36,15-19 years,15-19,High school graduate or GED completed,3,Cesarean,2,21,2082,10.09,10.09,10.09
New York,36,15-19 years,15-19,"Some college credit, but not a degree",4,Vaginal,1,11,2023,5.44 (Unreliable),5.44,5.44
New York,36,20-24 years,20-24,8th grade or less,1,Vaginal,1,22,2319,9.49,9.49,9.49
New York,36,20-24 years,20-24,9th through 12th grade with no diploma,2,Vaginal,1,93,13681,6.8,6.8,6.8
New York,36,20-24 years,20-24,9th through 12th grade with no diploma,2,Cesarean,2,47,4309,10.91,10.91,10.91
New York,36,20-24 years,20-24,High school graduate or GED completed,3,Vaginal,1,244,46458,5.25,5.25,5.25
New York,36,20-24 years,20-24,High school graduate or GED completed,3,Cesarean,2,130,13063,9.95,9.95,9.95
New York,36,20-24 years,20-24,"Some college credit, but not a degree",4,Vaginal,1,92,21285,4.32,4.32,4.32
New York,36,20-24 years,20-24,"Some college credit, but not a degree",4,Cesarean,2,66,7462,8.84,8.84,8.84
New York,36,20-24 years,20-24,"Associate degree (AA, AS)",5,Vaginal,1,21,5695,3.69,3.69,3.69
New York,36,20-24 years,20-24,"Associate degree (AA, AS)",5,Cesarean,2,15,2031,7.39 (Unreliable),7.39,7.39
New York,36,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,12,6831,1.76 (Unreliable),1.76,1.76
New York,36,20-24 years,20-24,Unknown or Not Stated,Unk,Vaginal,1,18,694,25.94 (Unreliable),25.94,25.94
New York,36,20-24 years,20-24,Unknown or Not Stated,Unk,Cesarean,2,10,190,52.63 (Unreliable),52.63,52.63
New York,36,25-29 years,25-29,8th grade or less,1,Vaginal,1,13,2310,5.63 (Unreliable),5.63,5.63
New York,36,25-29 years,25-29,9th through 12th grade with no diploma,2,Vaginal,1,66,10348,6.38,6.38,6.38
New York,36,25-29 years,25-29,9th through 12th grade with no diploma,2,Cesarean,2,37,4435,8.34,8.34,8.34
New York,36,25-29 years,25-29,High school graduate or GED completed,3,Vaginal,1,162,40981,3.95,3.95,3.95
New York,36,25-29 years,25-29,High school graduate or GED completed,3,Cesarean,2,124,16005,7.75,7.75,7.75
New York,36,25-29 years,25-29,"Some college credit, but not a degree",4,Vaginal,1,140,27467,5.1,5.1,5.1
New York,36,25-29 years,25-29,"Some college credit, but not a degree",4,Cesarean,2,89,13651,6.52,6.52,6.52
New York,36,25-29 years,25-29,"Associate degree (AA, AS)",5,Vaginal,1,51,15204,3.35,3.35,3.35
New York,36,25-29 years,25-29,"Associate degree (AA, AS)",5,Cesarean,2,42,7465,5.63,5.63,5.63
New York,36,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,66,28271,2.33,2.33,2.33
New York,36,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,54,11531,4.68,4.68,4.68
New York,36,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,25,15841,1.58,1.58,1.58
New York,36,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,32,5912,5.41,5.41,5.41
New York,36,25-29 years,25-29,Unknown or Not Stated,Unk,Vaginal,1,43,775,55.48,55.48,55.48
New York,36,25-29 years,25-29,Unknown or Not Stated,Unk,Cesarean,2,10,251,39.84 (Unreliable),39.84,39.84
New York,36,30-34 years,30-34,8th grade or less,1,Vaginal,1,19,1640,11.59 (Unreliable),11.59,11.59
New York,36,30-34 years,30-34,9th through 12th grade with no diploma,2,Vaginal,1,44,6748,6.52,6.52,6.52
New York,36,30-34 years,30-34,9th through 12th grade with no diploma,2,Cesarean,2,36,3434,10.48,10.48,10.48
New York,36,30-34 years,30-34,High school graduate or GED completed,3,Vaginal,1,154,26577,5.79,5.79,5.79
New York,36,30-34 years,30-34,High school graduate or GED completed,3,Cesarean,2,97,12887,7.53,7.53,7.53
New York,36,30-34 years,30-34,"Some college credit, but not a degree",4,Vaginal,1,86,21274,4.04,4.04,4.04
New York,36,30-34 years,30-34,"Some college credit, but not a degree",4,Cesarean,2,76,13894,5.47,5.47,5.47
New York,36,30-34 years,30-34,"Associate degree (AA, AS)",5,Vaginal,1,47,14750,3.19,3.19,3.19
New York,36,30-34 years,30-34,"Associate degree (AA, AS)",5,Cesarean,2,45,9888,4.55,4.55,4.55
New York,36,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,76,50656,1.5,1.5,1.5
New York,36,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,80,26479,3.02,3.02,3.02
New York,36,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,61,44705,1.36,1.36,1.36
New York,36,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,62,22587,2.74,2.74,2.74
New York,36,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,17,10386,1.64 (Unreliable),1.64,1.64
New York,36,30-34 years,30-34,Unknown or Not Stated,Unk,Vaginal,1,49,770,63.64,63.64,63.64
New York,36,30-34 years,30-34,Unknown or Not Stated,Unk,Cesarean,2,21,342,61.4,61.4,61.4
New York,36,35-39 years,35-39,9th through 12th grade with no diploma,2,Vaginal,1,25,3607,6.93,6.93,6.93
New York,36,35-39 years,35-39,9th through 12th grade with no diploma,2,Cesarean,2,20,1716,11.66,11.66,11.66
New York,36,35-39 years,35-39,High school graduate or GED completed,3,Vaginal,1,72,12990,5.54,5.54,5.54
New York,36,35-39 years,35-39,High school graduate or GED completed,3,Cesarean,2,46,6943,6.63,6.63,6.63
New York,36,35-39 years,35-39,"Some college credit, but not a degree",4,Vaginal,1,51,9399,5.43,5.43,5.43
New York,36,35-39 years,35-39,"Some college credit, but not a degree",4,Cesarean,2,50,7885,6.34,6.34,6.34
New York,36,35-39 years,35-39,"Associate degree (AA, AS)",5,Vaginal,1,31,6599,4.7,4.7,4.7
New York,36,35-39 years,35-39,"Associate degree (AA, AS)",5,Cesarean,2,26,5698,4.56,4.56,4.56
New York,36,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,50,27256,1.83,1.83,1.83
New York,36,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,46,18726,2.46,2.46,2.46
New York,36,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Vaginal,1,40,26650,1.5,1.5,1.5
New York,36,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Cesarean,2,35,18107,1.93,1.93,1.93
